1       -23.14065584
2       -32.13543472
3       -34.98858991
4       -35.15993960
5       -35.17943675
6       -35.19390915
7       -35.19399497
8       -35.19421936
9       -35.19443264
10       -35.19441315
11       -35.19443349
12       -35.19442359
13       -35.19444324
14       -35.19444486
15       -35.19443142
